filename,x,y,w,h,label
CV19_label_renamed_49.json,695,363,101,191,1
CV19_label_renamed_49.json,1001,425,58,60,0
CV19_label_renamed_49.json,1134,306,52,54,0
CV19_label_renamed_49.json,660,664,125,197,1
CV19_label_renamed_49.json,744,651,65,64,0
CV19_label_renamed_49.json,780,530,147,115,2
CV19_label_renamed_49.json,813,678,161,92,1
CV19_label_renamed_49.json,812,1031,61,69,0
CV19_label_renamed_5.json,604,518,75,71,0
CV19_label_renamed_5.json,544,462,71,59,0
CV19_label_renamed_5.json,810,328,69,57,0
CV19_label_renamed_5.json,521,547,133,155,1
CV19_label_renamed_5.json,604,194,126,159,1
CV19_label_renamed_5.json,1172,460,146,146,2
CV19_label_renamed_5.json,1223,194,137,139,2
CV19_label_renamed_5.json,1257,43,124,107,2
CV19_label_renamed_50.json,801,212,120,134,2
CV19_label_renamed_50.json,835,370,57,54,0
CV19_label_renamed_50.json,708,398,120,135,2
CV19_label_renamed_50.json,678,91,152,135,1
CV19_label_renamed_50.json,1234,646,67,58,0
CV19_label_renamed_51.json,576,163,147,113,2
CV19_label_renamed_51.json,679,399,184,68,1
CV19_label_renamed_51.json,1032,833,62,55,0
CV19_label_renamed_51.json,599,697,63,66,0
CV19_label_renamed_52.json,1386,87,136,116,2
CV19_label_renamed_52.json,1359,190,55,57,0
CV19_label_renamed_52.json,1242,87,55,60,0
CV19_label_renamed_52.json,1306,497,139,116,2
CV19_label_renamed_53.json,502,789,155,172,1
CV19_label_renamed_53.json,847,269,192,92,1
CV19_label_renamed_53.json,1377,938,65,62,0
CV19_label_renamed_55.json,882,936,55,55,0
CV19_label_renamed_55.json,559,365,109,170,1
CV19_label_renamed_55.json,712,262,141,107,2
CV19_label_renamed_56.json,1188,0,143,96,2
CV19_label_renamed_56.json,1289,566,126,136,2
CV19_label_renamed_56.json,969,595,164,174,1
CV19_label_renamed_56.json,746,473,182,93,1
CV19_label_renamed_56.json,720,608,164,77,1
CV19_label_renamed_57.json,922,162,115,136,2
CV19_label_renamed_57.json,698,591,104,179,1
CV19_label_renamed_57.json,492,932,56,57,0
CV19_label_renamed_57.json,462,510,57,63,0
CV19_label_renamed_58.json,1160,596,128,170,1
CV19_label_renamed_58.json,978,602,98,207,1
CV19_label_renamed_58.json,1159,881,65,68,0
CV19_label_renamed_58.json,1088,1053,54,59,0
CV19_label_renamed_58.json,608,556,141,113,2
CV19_label_renamed_59.json,1049,773,64,74,0
CV19_label_renamed_59.json,725,587,54,58,0
CV19_label_renamed_59.json,1062,566,139,118,2
CV19_label_renamed_59.json,1248,431,179,116,1
CV19_label_renamed_6.json,476,484,161,124,1
CV19_label_renamed_6.json,621,524,158,120,1
CV19_label_renamed_6.json,885,758,216,88,1
CV19_label_renamed_6.json,1263,252,150,150,1
CV19_label_renamed_6.json,612,400,67,65,0
CV19_label_renamed_6.json,1046,143,55,65,0
CV19_label_renamed_6.json,997,60,61,65,0
CV19_label_renamed_6.json,1425,645,56,59,0
CV19_label_renamed_6.json,983,394,143,129,2
CV19_label_renamed_6.json,1208,334,156,118,2
CV19_label_renamed_60.json,763,249,150,116,2
CV19_label_renamed_60.json,765,383,60,68,0
CV19_label_renamed_60.json,1407,543,56,55,0
CV19_label_renamed_60.json,850,657,117,134,2
CV19_label_renamed_61.json,1323,317,56,51,0
CV19_label_renamed_61.json,753,262,63,58,0
CV19_label_renamed_61.json,1125,178,167,80,1
CV19_label_renamed_61.json,839,358,146,119,2
CV19_label_renamed_61.json,1248,621,133,115,2
CV19_label_renamed_61.json,569,860,211,86,1
CV19_label_renamed_62.json,671,226,66,55,0
CV19_label_renamed_62.json,743,184,160,124,1
CV19_label_renamed_62.json,1005,249,108,122,2
CV19_label_renamed_63.json,1279,366,60,61,0
CV19_label_renamed_63.json,846,472,173,130,1
CV19_label_renamed_64.json,1090,671,191,102,1
CV19_label_renamed_64.json,1306,464,81,182,1
CV19_label_renamed_64.json,634,243,138,129,2
CV19_label_renamed_65.json,1129,628,81,191,1
CV19_label_renamed_65.json,1170,771,142,135,2
CV19_label_renamed_65.json,704,685,136,124,2
CV19_label_renamed_65.json,655,436,118,124,2
CV19_label_renamed_65.json,721,363,154,119,2
CV19_label_renamed_65.json,761,258,65,57,0
CV19_label_renamed_66.json,1346,641,60,57,0
CV19_label_renamed_66.json,717,357,62,57,0
CV19_label_renamed_66.json,1325,263,46,52,0
CV19_label_renamed_67.json,1123,572,193,108,1
CV19_label_renamed_67.json,978,309,131,108,2
CV19_label_renamed_67.json,883,350,53,51,0
CV19_label_renamed_68.json,1010,437,58,53,0
CV19_label_renamed_68.json,1017,227,119,148,1
CV19_label_renamed_68.json,909,234,109,116,2
CV19_label_renamed_69.json,563,151,137,111,2
CV19_label_renamed_69.json,974,213,113,126,2
CV19_label_renamed_69.json,553,359,52,51,0
CV19_label_renamed_69.json,783,771,54,61,0
CV19_label_renamed_69.json,806,370,81,181,1
CV19_label_renamed_69.json,988,455,184,84,1
CV19_label_renamed_23.json,913,488,66,63,0
CV19_label_renamed_23.json,652,605,57,57,0
CV19_label_renamed_23.json,467,420,58,50,0
CV19_label_renamed_23.json,540,299,53,67,0
CV19_label_renamed_23.json,592,285,60,62,0
CV19_label_renamed_39.json,925,134,162,148,2
CV19_label_renamed_39.json,854,489,144,148,2
CV19_label_renamed_39.json,1174,627,148,144,2
CV19_label_renamed_39.json,484,738,67,62,0
CV19_label_renamed_39.json,546,764,95,201,1
CV19_label_renamed_54.json,1107,194,189,84,1
CV19_label_renamed_54.json,1129,354,133,124,2
CV19_label_renamed_54.json,1305,620,114,144,2
CV19_label_renamed_54.json,1277,735,51,54,0
CV19_label_renamed_54.json,1313,783,108,144,2
CV19_label_renamed_54.json,964,796,180,97,1
CV19_label_renamed_54.json,809,389,87,151,1
CV19_label_renamed_54.json,777,864,59,55,0
CV19_label_renamed_7.json,606,396,201,103,1
CV19_label_renamed_7.json,472,320,69,52,0
CV19_label_renamed_7.json,544,122,65,67,0
CV19_label_renamed_7.json,1157,130,137,122,2
CV19_label_renamed_7.json,1285,166,131,102,2
CV19_label_renamed_7.json,1278,269,110,118,2
CV19_label_renamed_7.json,1334,364,148,125,2
CV19_label_renamed_7.json,1180,722,167,124,2
CV19_label_renamed_85.json,1258,81,49,51,0
CV19_label_renamed_85.json,1305,700,61,55,0
CV19_label_renamed_70.json,631,174,129,107,2
CV19_label_renamed_70.json,985,741,60,59,0
CV19_label_renamed_70.json,1291,609,56,55,0
CV19_label_renamed_70.json,1115,569,177,115,1
CV19_label_renamed_71.json,1259,491,60,49,0
CV19_label_renamed_71.json,813,315,51,46,0
CV19_label_renamed_71.json,583,661,56,54,0
CV19_label_renamed_71.json,579,333,121,127,2
CV19_label_renamed_71.json,653,656,124,139,2
CV19_label_renamed_71.json,956,108,124,108,2
CV19_label_renamed_71.json,1030,373,192,86,1
CV19_label_renamed_71.json,935,499,190,86,1
CV19_label_renamed_72.json,1083,378,167,128,1
CV19_label_renamed_72.json,979,474,55,57,0
CV19_label_renamed_72.json,711,770,64,59,0
CV19_label_renamed_72.json,1150,715,49,56,0
CV19_label_renamed_72.json,1069,586,138,134,2
CV19_label_renamed_73.json,628,73,48,44,0
CV19_label_renamed_73.json,996,73,48,49,0
CV19_label_renamed_73.json,1166,293,81,163,1
CV19_label_renamed_73.json,1214,731,66,53,0
CV19_label_renamed_73.json,818,634,142,140,2
CV19_label_renamed_74.json,895,463,112,133,2
CV19_label_renamed_74.json,960,674,156,108,2
CV19_label_renamed_74.json,1100,523,55,66,0
CV19_label_renamed_74.json,1083,585,89,187,1
CV19_label_renamed_74.json,929,290,173,122,1
CV19_label_renamed_75.json,938,159,122,122,2
CV19_label_renamed_75.json,749,141,123,111,2
CV19_label_renamed_76.json,806,395,53,50,0
CV19_label_renamed_76.json,810,441,54,53,0
CV19_label_renamed_76.json,1143,251,53,54,0
CV19_label_renamed_76.json,970,193,71,148,1
CV19_label_renamed_77.json,1074,390,143,161,1
CV19_label_renamed_77.json,933,231,57,49,0
CV19_label_renamed_77.json,573,291,123,118,2
CV19_label_renamed_78.json,703,260,128,101,2
CV19_label_renamed_78.json,520,256,114,133,2
CV19_label_renamed_78.json,511,451,59,55,0
CV19_label_renamed_78.json,948,140,99,166,1
CV19_label_renamed_78.json,996,215,154,114,1
CV19_label_renamed_79.json,870,163,149,117,1
CV19_label_renamed_79.json,504,75,136,139,1
CV19_label_renamed_79.json,373,630,139,139,2
CV19_label_renamed_8.json,1012,422,118,194,1
CV19_label_renamed_8.json,1155,628,150,182,1
CV19_label_renamed_8.json,740,311,139,131,1
CV19_label_renamed_8.json,649,271,90,175,1
CV19_label_renamed_8.json,581,222,94,179,1
CV19_label_renamed_8.json,383,324,92,171,1
CV19_label_renamed_80.json,644,330,57,59,0
CV19_label_renamed_80.json,930,235,51,56,0
CV19_label_renamed_80.json,796,534,59,57,0
CV19_label_renamed_80.json,859,154,132,135,1
CV19_label_renamed_80.json,611,185,94,142,1
CV19_label_renamed_80.json,545,554,126,138,2
CV19_label_renamed_81.json,713,158,131,138,1
CV19_label_renamed_81.json,1086,276,100,163,1
CV19_label_renamed_81.json,830,609,59,56,0
CV19_label_renamed_81.json,733,516,143,108,2
CV19_label_renamed_82.json,998,393,137,106,2
CV19_label_renamed_82.json,1329,210,53,50,0
CV19_label_renamed_82.json,1231,100,133,95,2
CV19_label_renamed_83.json,984,199,51,53,0
CV19_label_renamed_83.json,1316,366,136,114,2
CV19_label_renamed_83.json,1205,543,134,124,2
CV19_label_renamed_84.json,1310,69,62,62,0
CV19_label_renamed_84.json,1386,313,55,53,0
CV19_label_renamed_84.json,883,376,59,61,0
CV19_label_renamed_84.json,886,495,125,127,2
CV19_label_renamed_84.json,744,579,130,126,2
CV19_label_renamed_86.json,675,179,137,112,2
CV19_label_renamed_86.json,842,210,51,62,0
CV19_label_renamed_86.json,829,318,149,109,1
CV19_label_renamed_86.json,975,393,190,78,1
CV19_label_renamed_86.json,881,833,131,125,2
CV19_label_renamed_86.json,987,911,55,52,0
CV19_label_renamed_87.json,523,296,131,116,2
CV19_label_renamed_87.json,626,174,103,121,2
CV19_label_renamed_87.json,810,255,52,49,0
CV19_label_renamed_87.json,734,334,51,50,0
CV19_label_renamed_87.json,1075,364,47,52,0
CV19_label_renamed_87.json,820,490,60,56,0
CV19_label_renamed_87.json,1119,634,50,51,0
CV19_label_renamed_87.json,883,613,194,96,1
CV19_label_renamed_88.json,509,514,132,106,2
CV19_label_renamed_88.json,1006,160,169,86,1
CV19_label_renamed_88.json,970,249,112,105,2
CV19_label_renamed_88.json,963,488,138,119,2
CV19_label_renamed_88.json,861,589,204,92,1
CV19_label_renamed_88.json,844,678,131,138,2
CV19_label_renamed_88.json,895,763,180,112,1
CV19_label_renamed_88.json,1223,547,46,40,0
CV19_label_renamed_88.json,1234,653,62,52,0
CV19_label_renamed_88.json,1202,483,49,47,0
CV19_label_renamed_89.json,901,184,114,103,2
CV19_label_renamed_89.json,1094,268,47,44,0
CV19_label_renamed_89.json,1148,223,46,42,0
CV19_label_renamed_89.json,939,429,56,58,0
CV19_label_renamed_89.json,614,425,51,42,0
CV19_label_renamed_89.json,863,779,44,50,0
CV19_label_renamed_89.json,689,405,88,179,1
CV19_label_renamed_89.json,999,408,162,142,1
CV19_label_renamed_89.json,1099,670,177,132,1
CV19_label_renamed_89.json,970,753,151,128,2
CV19_label_renamed_9.json,751,594,126,182,1
CV19_label_renamed_9.json,1112,515,80,67,0
CV19_label_renamed_9.json,882,419,80,67,0
CV19_label_renamed_9.json,634,317,60,55,0
CV19_label_renamed_9.json,983,228,65,63,0
CV19_label_renamed_9.json,923,117,58,70,0
CV19_label_renamed_9.json,1053,94,67,58,0
CV19_label_renamed_9.json,514,166,57,67,0
CV19_label_renamed_9.json,423,166,58,61,0
CV19_label_renamed_9.json,485,396,154,108,2
CV19_label_renamed_9.json,836,681,169,152,2
CV19_label_renamed_9.json,1095,120,116,135,2
CV19_label_renamed_90.json,580,238,116,131,2
CV19_label_renamed_90.json,898,223,129,119,2
CV19_label_renamed_90.json,1149,215,125,100,2
CV19_label_renamed_90.json,1183,316,47,53,0
CV19_label_renamed_90.json,1208,374,49,42,0
CV19_label_renamed_90.json,1091,389,126,108,2
CV19_label_renamed_90.json,999,489,121,118,2
CV19_label_renamed_90.json,838,484,177,88,1
CV19_label_renamed_90.json,945,594,152,140,1
CV19_label_renamed_90.json,1156,690,139,187,1
CV19_label_renamed_90.json,1233,639,147,141,1
CV19_label_renamed_90.json,1105,621,99,185,1
CV19_label_renamed_90.json,1199,578,45,51,0
CV19_label_renamed_90.json,1284,601,62,55,0
CV19_label_renamed_90.json,1356,681,53,51,0
CV19_label_renamed_91.json,601,686,125,118,2
CV19_label_renamed_91.json,1015,865,152,124,2
CV19_label_renamed_91.json,1249,475,83,171,1
CV19_label_renamed_91.json,1010,425,44,50,0
CV19_label_renamed_91.json,644,458,43,47,0
CV19_label_renamed_91.json,653,391,54,54,0
CV19_label_renamed_91.json,815,276,151,94,1
CV19_label_renamed_91.json,539,339,110,112,2
CV19_label_renamed_91.json,510,275,162,106,1
CV19_label_renamed_92.json,666,143,124,106,2
CV19_label_renamed_92.json,634,274,115,107,2
CV19_label_renamed_92.json,555,303,116,128,1
CV19_label_renamed_92.json,1071,228,170,58,1
CV19_label_renamed_92.json,1046,709,46,45,0
CV19_label_renamed_92.json,969,718,58,62,0
CV19_label_renamed_92.json,984,790,44,36,0
CV19_label_renamed_92.json,916,706,47,45,0
CV19_label_renamed_92.json,919,775,50,53,0
CV19_label_renamed_93.json,576,371,113,118,2
CV19_label_renamed_93.json,1020,179,166,55,1
CV19_label_renamed_93.json,1094,309,162,90,1
CV19_label_renamed_93.json,1074,363,118,99,2
